partition,pred_label,count,mean_confidence,mean_positive_prob,mean_neutral_prob,mean_negative_prob,mean_lexicon_score
学习区,中性,622,0.8066960842615543,0.12138241425275076,0.8066960842615543,0.07192150148569496,0.0
学习区,正面,389,0.6671113880405762,0.38054992602287746,0.40645042288218153,0.21299965109494098,1.1187660668380461
学习区,负面,569,0.6467680058820914,0.10888107806767429,0.45402186094357544,0.4370970609887503,-0.21739894551845343
生活区,中性,100,0.8187343976525442,0.11376938185720263,0.8187343976525442,0.06749622049025315,0.0
生活区,正面,76,0.7091718101005008,0.514875841999745,0.34816904209792104,0.13695511590233395,2.4026315789473682
生活区,负面,81,0.6448102053492097,0.09054970715826687,0.460016186865474,0.44943410597625916,-0.20987654320987653
