partition,bvid,text,pred_label,pred_raw_label,model_confidence,prob_positive,prob_neutral,prob_negative,lexicon_score,pos_cnt,neg_cnt
学习区,BV1Kr4y1i7ru,强者发型,中性,中性,0.8115414149457032,0.11847055964527715,0.8115414149457032,0.06998802540901959,0.0,0,0
学习区,BV1Kr4y1i7ru,北大学生前来报到,中性,中性,0.7324780018852554,0.18359145988387465,0.7324780018852554,0.08393053823087003,0.0,0,0
学习区,BV1Kr4y1i7ru,杨藉智到此一游,中性,中性,0.7840888641569975,0.13095068213219668,0.7840888641569975,0.08496045371080564,0.0,0,0
学习区,BV1Kr4y1i7ru,狗锋打卡,中性,中性,0.7893669960915709,0.1711326160435866,0.7893669960915709,0.03950038786484264,0.0,0,0
学习区,BV1Kr4y1i7ru,小加打卡,中性,中性,0.7893669960915709,0.1711326160435866,0.7893669960915709,0.03950038786484264,0.0,0,0
学习区,BV1Kr4y1i7ru,下羽了喵打卡,中性,中性,0.7195026107610886,0.19011819498516638,0.7195026107610886,0.09037919425374505,0.0,0,0
学习区,BV1Kr4y1i7ru,Java之父：阿玮,中性,中性,0.7638827445265678,0.15610155928706806,0.7638827445265678,0.08001569618636414,0.0,0,0
学习区,BV1Kr4y1i7ru,中杯、大杯、超大杯,中性,中性,0.7534613281702487,0.14396143692544278,0.7534613281702487,0.10257723490430863,0.0,0,0
学习区,BV1Kr4y1i7ru,112个兄弟暑假卷,中性,中性,0.7532229961674215,0.14112489636521786,0.7532229961674215,0.1056521074673606,0.0,0,0
学习区,BV1Kr4y1i7ru,计科来了,中性,中性,0.7261759005527044,0.11696296218345734,0.7261759005527044,0.15686113726383832,0.0,0,0
学习区,BV1Kr4y1i7ru,吕德华实名打卡,中性,中性,0.7338118266661874,0.20822074005370764,0.7338118266661874,0.05796743328010494,0.0,0,0
学习区,BV1Kr4y1i7ru,华北电力大学卷王第一天,中性,中性,0.7840888641569975,0.13095068213219668,0.7840888641569975,0.08496045371080564,0.0,0,0
学习区,BV1Kr4y1i7ru,卷王第二遍,中性,中性,0.8115414149457032,0.11847055964527715,0.8115414149457032,0.06998802540901959,0.0,0,0
学习区,BV1Kr4y1i7ru,发量预警,中性,中性,0.8115414149457032,0.11847055964527715,0.8115414149457032,0.06998802540901959,0.0,0,0
学习区,BV1Kr4y1i7ru,钟神别卷了,中性,中性,0.7827562343088371,0.12243221495159036,0.7827562343088371,0.0948115507395725,0.0,0,0
学习区,BV1Kr4y1i7ru,尊师阿伟,中性,中性,0.8115414149457032,0.11847055964527715,0.8115414149457032,0.06998802540901959,0.0,0,0
学习区,BV1Kr4y1i7ru,《Circle语言》,中性,中性,0.8115414149457032,0.11847055964527715,0.8115414149457032,0.06998802540901959,0.0,0,0
学习区,BV1Kr4y1i7ru,文松附体,中性,中性,0.8115414149457032,0.11847055964527715,0.8115414149457032,0.06998802540901959,0.0,0,0
学习区,BV1Kr4y1i7ru,机械来卷,中性,中性,0.8115414149457032,0.11847055964527715,0.8115414149457032,0.06998802540901959,0.0,0,0
学习区,BV1Kr4y1i7ru,猴哥,中性,中性,0.7858552596659797,0.16936394562277687,0.7858552596659797,0.04478079471124328,0.0,0,0
学习区,BV1Kr4y1i7ru,84个卷王,中性,中性,0.7679607033538726,0.1411683121652756,0.7679607033538726,0.09087098448085189,0.0,0,0
