partition,bvid,title,pred_label,count,total,ratio
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,中性,315,1580,0.19936708860759494
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,正面,412,1580,0.2607594936708861
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,负面,853,1580,0.539873417721519
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,中性,29,257,0.11284046692607004
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,正面,76,257,0.29571984435797666
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,负面,152,257,0.5914396887159533
