partition,pred_label,count,mean_confidence,mean_positive_prob,mean_neutral_prob,mean_negative_prob,mean_lexicon_score
学习区,中性,315,0.7511633628484512,0.13327260076633304,0.7367496774150761,0.12997772181859082,0.18571428571428572
学习区,正面,412,0.6458817899041445,0.4574041246402897,0.39148969471335127,0.15110618064635903,0.7682038834951457
学习区,负面,853,0.6526408086780126,0.12769400767179975,0.5319494838440928,0.34035650848410753,-0.07444314185228605
生活区,中性,29,0.7773974926156545,0.11512545794654741,0.7668727629108912,0.1180017791425614,0.0
生活区,正面,76,0.7048228979244908,0.6028592109185813,0.28559281276278725,0.11154797631863145,2.231578947368421
生活区,负面,152,0.6490269108561378,0.12738359363374913,0.5488858928249097,0.32373051354134114,-0.02631578947368421
