partition,bvid,title,pred_label,count,total,ratio
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,中性,151,1580,0.09556962025316455
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,正面,1043,1580,0.660126582278481
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,负面,386,1580,0.24430379746835443
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,中性,9,257,0.03501945525291829
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,正面,188,257,0.7315175097276264
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,负面,60,257,0.23346303501945526
