partition,pred_label,count,total,ratio,previous_ratio,delta_ratio,previous_experiment
学习区,中性,440,1580,0.27848101265822783,0.1993670886075949,0.07911392405063294,round_2
学习区,正面,464,1580,0.2936708860759494,0.2607594936708861,0.0329113924050633,round_2
学习区,负面,676,1580,0.4278481012658228,0.539873417721519,-0.11202531645569619,round_2
生活区,中性,51,257,0.19844357976653695,0.11284046692607,0.08560311284046696,round_2
生活区,正面,102,257,0.3968871595330739,0.2957198443579766,0.1011673151750973,round_2
生活区,负面,104,257,0.4046692607003891,0.5914396887159533,-0.1867704280155642,round_2
