partition,pred_label,count,mean_confidence,mean_positive_prob,mean_neutral_prob,mean_negative_prob,mean_lexicon_score
学习区,中性,440,0.7664290916999028,0.12476737078030489,0.747897429335296,0.12733519988439918,0.1215909090909091
学习区,正面,464,0.6618110910600051,0.38886702748253965,0.4729007940090195,0.1382321785084408,0.6648706896551724
学习区,负面,676,0.657503878191071,0.1205229564165929,0.4831101669291889,0.39636687665421816,-0.07470414201183433
生活区,中性,51,0.7464332931110916,0.13878685595366924,0.7391132982828859,0.1220998457634449,0.0
生活区,正面,102,0.7262441126555421,0.4423727820056265,0.4448896107609088,0.11273760723346464,1.6333333333333333
生活区,负面,104,0.6654992306864597,0.13003867556570486,0.5379068852257143,0.3320544392085809,-0.009615384615384616
