partition,bvid,text,pred_label,pred_raw_label,model_confidence,prob_positive,prob_neutral,prob_negative,lexicon_score,pos_cnt,neg_cnt
学习区,BV1Kr4y1i7ru,从入门到入土,中性,中性,0.8993542608256168,0.1006457391743832,0.8993542608256168,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,先把饼画起来,中性,中性,0.7819951006676482,0.21800489933235173,0.7819951006676482,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,都是卷王,中性,中性,0.9428250210421935,0.05717497895780659,0.9428250210421935,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,强者发型,中性,中性,0.9681841734902482,0.03181582650975177,0.9681841734902482,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,北大学生前来报到,中性,中性,0.8993542608256168,0.1006457391743832,0.8993542608256168,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,孙悟空孙悟空孙悟空孙悟空孙悟空,中性,中性,0.82883258324088,0.17116741675912,0.82883258324088,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,杨藉智到此一游,中性,中性,0.9428250210421935,0.05717497895780659,0.9428250210421935,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,狗锋打卡,中性,中性,0.941131519914003,0.05886848008599696,0.941131519914003,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,会计来卷了,中性,中性,0.952158436435237,0.04784156356476303,0.952158436435237,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,小加打卡,中性,中性,0.941131519914003,0.05886848008599696,0.941131519914003,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,孙悟空的声音,中性,中性,0.9681841734902482,0.03181582650975177,0.9681841734902482,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,下羽了喵打卡,中性,中性,0.8840899899715924,0.11591001002840758,0.8840899899715924,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,Java之父：阿玮,中性,中性,0.9428250210421935,0.05717497895780659,0.9428250210421935,0.0,0.0,0,0
