partition,pred_label,count,mean_confidence,mean_positive_prob,mean_neutral_prob,mean_negative_prob,mean_lexicon_score
学习区,中性,387,0.7522670801207179,0.13298249415788088,0.743765901461367,0.12325160438075208,0.13565891472868216
学习区,正面,505,0.6226793076216918,0.44351473771003996,0.40407928460830234,0.15240597768165767,0.6089108910891089
学习区,负面,688,0.6108247459151517,0.15809836341504693,0.5120757700098358,0.32982586657511725,-0.07049418604651163
生活区,中性,23,0.7375086291764721,0.13199239543745173,0.7286201323098962,0.13938747225265208,0.0
生活区,正面,114,0.65355508285929,0.4950420749273669,0.3632033471961142,0.14175457787651896,1.4614035087719297
生活区,负面,120,0.6119785684907152,0.15718286885419058,0.5729451856759388,0.2698719454698707,-0.008333333333333333
